0.010865	5					1.000000	
0.010849						
0.010833						
0.010816	5	9				0.987066	0.012934	
0.010800	5	9				0.982755	0.017245	
0.010784	5	9				0.978444	0.021556	
0.010768	5	9				0.974133	0.025867	
0.010752	5	9				0.969821	0.030179	
0.010736	5	9				0.965510	0.034490	
0.010719	5	9				0.961199	0.038801	
0.010703	5	9				0.956888	0.043112	
0.010687	5	9				0.952576	0.047424	
0.010671	5	9				0.948265	0.051735	
0.010655	5	9				0.943954	0.056046	
0.010639	5	9				0.939643	0.060357	
0.010622	5	9				0.935331	0.064669	
0.010606	5	9				0.931020	0.068980	
0.010590	5	9				0.926709	0.073291	
0.010574	5	9				0.922398	0.077602	
0.010558	5	9				0.918087	0.081913	
0.010542	5	9				0.913775	0.086225	
0.010525	5	9				0.909464	0.090536	
0.010509	5	9				0.905153	0.094847	
0.010493	5	9				0.900842	0.099158	
0.010477	5	9				0.896530	0.103470	
0.010461	5	9				0.892219	0.107781	
0.010445	5	9				0.887908	0.112092	
0.010428	5	9				0.883597	0.116403	
0.010412	5	9				0.879285	0.120715	
0.010396	5	9				0.874974	0.125026	
0.010380	5	9				0.870663	0.129337	
0.010364	5	9				0.866352	0.133648	
0.010348	5	9				0.862041	0.137959	
0.010331	5	9				0.857729	0.142271	
0.010315	5	9				0.853418	0.146582	
0.010299	5	9				0.849107	0.150893	
0.010283	5	9				0.844795	0.155205	
0.010267	5	9				0.840485	0.159515	
0.010251	5	9				0.836173	0.163827	
0.010234	5	9				0.831862	0.168138	
0.010218	5	9				0.827551	0.172449	
0.010202	5	9				0.823239	0.176761	
0.010186	5	9				0.818928	0.181072	
0.010170	5	9				0.814617	0.185383	
0.010154	5	9				0.810306	0.189694	
0.010137	5	9				0.805994	0.194006	
0.010121	5	9				0.801683	0.198317	
0.010105	5	9				0.797372	0.202628	
0.010089	5	9				0.793061	0.206939	
0.010073	5	9				0.788750	0.211250	
0.010057	5	9				0.784438	0.215562	
0.010040	5	9				0.780125	0.219875	
0.010024	5	9				0.775813	0.224187	
0.004510	5	15	26	28	29	0.058987	0.205729	0.193528	0.294391	0.247365	
0.004494	5	15	26	28	29	0.057586	0.207031	0.193618	0.296284	0.245481	
0.004478	5	15	26	28	29	0.056185	0.208333	0.193708	0.298176	0.243597	
0.004462	5	15	26	28	29	0.054783	0.209635	0.193799	0.300069	0.241713	
0.004446	5	15	26	28	29	0.053382	0.210937	0.193889	0.301962	0.239829	
0.004430	5	15	26	28	29	0.051981	0.212239	0.193980	0.303855	0.237945	
0.004413	5	15	26	28	29	0.050580	0.213541	0.194070	0.305747	0.236062	
0.004397	5	15	26	28	29	0.049178	0.214843	0.194161	0.307640	0.234178	
0.004381	5	15	26	28	29	0.047777	0.216145	0.194251	0.309533	0.232294	
0.004365	5	15	26	28	29	0.046376	0.217447	0.194342	0.311425	0.230410	
0.004349	5	15	26	28	29	0.044975	0.218749	0.194432	0.313318	0.228526	
0.004333	5	15	26	28	29	0.043573	0.220051	0.194523	0.315211	0.226642	
0.004316	5	15	26	28	29	0.042172	0.221353	0.194613	0.317103	0.224758	
0.004300	5	15	26	28	29	0.040771	0.222655	0.194704	0.318996	0.222874	
0.004284	5	15	26	28	29	0.039369	0.223957	0.194794	0.320889	0.220990	
0.004268	5	15	26	28	29	0.037968	0.225259	0.194885	0.322782	0.219106	
0.004252	5	15	26	28	29	0.036567	0.226561	0.194975	0.324674	0.217222	
0.004235	5	15	26	28	29	0.035166	0.227863	0.195066	0.326567	0.215338	
0.004219	5	15	26	28	29	0.033764	0.229165	0.195156	0.328460	0.213454	
0.004203	5	15	26	28	29	0.032363	0.230467	0.195247	0.330353	0.211570	
0.004187	5	15	26	28	29	0.030962	0.231769	0.195337	0.332245	0.209687	
0.004171	5	15	26	28	29	0.029560	0.233072	0.195427	0.334138	0.207803	
0.004155	5	15	26	28	29	0.028159	0.234374	0.195518	0.336031	0.205919	
0.004138	5	15	26	28	29	0.026758	0.235676	0.195608	0.337923	0.204035	
0.004122	15	26	28	29	30	0.192017	0.194200	0.256590	0.292713	0.064480	
0.004106	15	26	28	29	30	0.191119	0.193538	0.258445	0.289265	0.067635	
0.004090	15	26	28	29	30	0.190220	0.192875	0.260299	0.285816	0.070789	
0.004074	15	26	28	29	30	0.189322	0.192212	0.262153	0.282368	0.073944	
0.004058	15	26	28	29	30	0.188424	0.191550	0.264008	0.278919	0.077099	
0.004041	15	26	28	29	30	0.187526	0.190887	0.265862	0.275471	0.080254	
0.004025	15	26	28	29	30	0.186628	0.190225	0.267716	0.272023	0.083409	
0.004009	15	26	28	29	30	0.185729	0.189562	0.269571	0.268574	0.086564	
0.003993	15	26	28	29	30	0.184831	0.188900	0.271425	0.265126	0.089719	
0.003977	15	26	28	29	30	0.183933	0.188237	0.273279	0.261677	0.092873	
0.003961	15	26	28	29	30	0.183035	0.187574	0.275134	0.258229	0.096028	
0.003944	15	26	28	29	30	0.182136	0.186912	0.276988	0.254781	0.099183	
0.003928	15	26	28	29	30	0.181238	0.186249	0.278842	0.251332	0.102338	
0.003912	15	26	28	29	30	0.180340	0.185587	0.280697	0.247884	0.105493	
0.003896	15	26	28	29	30	0.179442	0.184924	0.282551	0.244435	0.108648	
0.003880	15	26	28	29	30	0.178544	0.184261	0.284405	0.240987	0.111803	
0.003864	15	26	28	29	30	0.177645	0.183599	0.286260	0.237539	0.114957	
0.003847	15	26	28	29	30	0.176747	0.182936	0.288114	0.234090	0.118112	
0.003831	15	26	28	29	30	0.175849	0.182274	0.289968	0.230642	0.121267	
0.003815	15	26	28	29	30	0.174951	0.181611	0.291823	0.227193	0.124422	
0.003799	15	26	28	29	30	0.174053	0.180949	0.293677	0.223745	0.127577	
0.003783	15	26	28	29	30	0.173154	0.180286	0.295531	0.220297	0.130732	
0.003767	15	26	28	29	30	0.172256	0.179623	0.297386	0.216848	0.133887	
0.003750	15	26	28	29	30	0.171358	0.178961	0.299240	0.213400	0.137041	
0.003734	15	26	28	29	30	0.170460	0.178298	0.301094	0.209951	0.140196	
0.003718	15	26	28	29	30	0.169561	0.177636	0.302949	0.206503	0.143351	
0.003702	15	26	28	29	30	0.168663	0.176973	0.304803	0.203055	0.146506	
0.003686	15	26	28	29	30	0.167765	0.176311	0.306657	0.199606	0.149661	
0.003670	15	26	28	29	30	0.166867	0.175648	0.308512	0.196158	0.152816	
0.003653	15	26	28	29	30	0.165969	0.174985	0.310366	0.192709	0.155971	
0.003637	15	26	28	29	30	0.165070	0.174323	0.312220	0.189261	0.159125	
0.003621	15	26	28	29	30	0.164172	0.173660	0.314075	0.185812	0.162280	
0.003605	15	26	28	29	30	0.163274	0.172998	0.315929	0.182364	0.165435	
0.003589	15	26	28	29	30	0.162376	0.172335	0.317783	0.178916	0.168590	
0.003573	15	26	28	29	30	0.161478	0.171672	0.319638	0.175467	0.171745	
0.003556	15	26	28	29	30	0.160579	0.171010	0.321492	0.172019	0.174900	
0.003540	15	26	28	29	30	0.159681	0.170347	0.323346	0.168571	0.178054	
0.003524	15	26	28	29	30	0.158783	0.169685	0.325201	0.165122	0.181209	
0.003508	15	26	28	29	30	0.157885	0.169022	0.327055	0.161674	0.184364	
0.003492	15	26	28	29	30	0.156986	0.168360	0.328910	0.158225	0.187519	
0.003476	15	26	28	29	30	0.156088	0.167697	0.330764	0.154777	0.190674	
0.003459	15	26	28	29	30	0.155190	0.167034	0.332618	0.151329	0.193829	
0.003443	15	26	28	29	30	0.154292	0.166372	0.334472	0.147880	0.196984	
0.003427	15	26	28	29	30	0.153394	0.165709	0.336327	0.144432	0.200139	
0.003411	15	26	28	29	30	0.152495	0.165047	0.338181	0.140983	0.203294	
0.003395	15	26	28	29	30	0.151597	0.164384	0.340036	0.137535	0.206448	
0.003379	15	26	28	29	30	0.150699	0.163722	0.341890	0.134086	0.209603	
0.003362	15	26	28	29	30	0.149801	0.163059	0.343744	0.130638	0.212758	
0.003346	15	26	28	29	30	0.148903	0.162396	0.345599	0.127190	0.215913	
0.003330	15	26	28	29	30	0.148004	0.161734	0.347453	0.123741	0.219068	
0.003314	15	26	28	29	30	0.147106	0.161071	0.349307	0.120293	0.222223	
0.003298	15	26	28	29	30	0.146208	0.160409	0.351162	0.116844	0.225377	
0.003282	15	26	28	29	30	0.145310	0.159746	0.353016	0.113396	0.228532	
0.003265	15	26	28	29	30	0.144411	0.159084	0.354870	0.109948	0.231687	
0.003249	15	26	28	29	30	0.143513	0.158421	0.356725	0.106499	0.234842	
0.003233	13	15	26	28	30	0.127422	0.154743	0.178408	0.342192	0.197235	
0.003217	13	15	26	28	30	0.125084	0.151934	0.176401	0.344542	0.202039	
0.003201	16	26	28	29	30	0.097452	0.171954	0.327195	0.207588	0.195812	
0.003185	16	26	28	29	30	0.099400	0.171333	0.327772	0.204705	0.196790	
0.003168	16	26	28	29	30	0.101348	0.170712	0.328349	0.201822	0.197769	
0.003152	16	26	28	29	30	0.103296	0.170092	0.328926	0.198940	0.198747	
0.003136	16	26	28	29	30	0.105244	0.169471	0.329502	0.196057	0.199726	
0.003120	16	26	28	29	30	0.107191	0.168851	0.330079	0.193175	0.200704	
0.003104	16	26	28	29	30	0.109139	0.168230	0.330656	0.190292	0.201683	
0.003088	16	26	28	29	30	0.111087	0.167609	0.331233	0.187409	0.202661	
0.003071	16	26	28	29	30	0.113035	0.166989	0.331810	0.184527	0.203640	
0.003055	16	26	28	29	30	0.114983	0.166368	0.332387	0.181644	0.204618	
0.003039	16	26	28	29	30	0.116930	0.165748	0.332964	0.178762	0.205597	
0.003023	16	26	28	29	30	0.118878	0.165127	0.333541	0.175879	0.206575	
0.003007	16	26	28	29	30	0.120826	0.164506	0.334118	0.172996	0.207554	
0.002990	16	26	28	29	30	0.122774	0.163886	0.334695	0.170114	0.208532	
0.002974	16	26	28	29	30	0.124722	0.163265	0.335271	0.167231	0.209510	
0.002958	16	26	28	29	30	0.126669	0.162645	0.335848	0.164349	0.210489	
0.002942	16	26	28	29	30	0.128617	0.162024	0.336425	0.161466	0.211467	
0.002926	16	26	28	29	30	0.130565	0.161403	0.337002	0.158584	0.212446	
0.002910	16	26	28	29	30	0.132513	0.160783	0.337579	0.155701	0.213424	
0.002893	16	26	28	29	30	0.134461	0.160162	0.338156	0.152818	0.214403	
0.002877	16	26	28	29	30	0.136408	0.159542	0.338733	0.149936	0.215381	
0.002861	16	26	28	29	30	0.138356	0.158921	0.339310	0.147053	0.216360	
0.002845	16	26	28	29	30	0.140304	0.158300	0.339887	0.144171	0.217338	
0.002829	16	26	28	29	30	0.142252	0.157680	0.340463	0.141288	0.218317	
0.002813	16	26	28	29	30	0.144199	0.157059	0.341040	0.138406	0.219295	
0.002796	16	26	28	29	30	0.146147	0.156439	0.341617	0.135523	0.220274	
