0.010865	5										1.000000	
0.010849											
0.010833											
0.010816	5	9									0.987066	0.012934	
0.010800	5	9									0.982755	0.017245	
0.010784	5	9									0.978444	0.021556	
0.010768	5	9									0.974133	0.025867	
0.010752	5	9									0.969821	0.030179	
0.010736	5	9									0.965510	0.034490	
0.010719	5	9									0.961199	0.038801	
0.010703	5	9									0.956888	0.043112	
0.010687	5	9									0.952576	0.047424	
0.010671	5	9									0.948265	0.051735	
0.010655	5	9									0.943954	0.056046	
0.010639	5	9									0.939643	0.060357	
0.010622	5	9									0.935331	0.064669	
0.010606	5	9									0.931020	0.068980	
0.010590	5	9									0.926709	0.073291	
0.010574	5	9									0.922398	0.077602	
0.010558	5	9									0.918087	0.081913	
0.010542	5	9									0.913775	0.086225	
0.010525	5	9									0.909464	0.090536	
0.010509	5	9									0.905153	0.094847	
0.010493	5	9									0.900842	0.099158	
0.010477	5	9									0.896530	0.103470	
0.010461	5	9									0.892219	0.107781	
0.010445	5	9									0.887908	0.112092	
0.010428	5	9									0.883597	0.116403	
0.010412	5	9									0.879285	0.120715	
0.010396	5	9									0.874974	0.125026	
0.010380	5	9									0.870663	0.129337	
0.010364	5	9									0.866352	0.133648	
0.010348	5	9									0.862041	0.137959	
0.010331	5	9									0.857729	0.142271	
0.010315	5	9									0.853418	0.146582	
0.010299	5	9									0.849107	0.150893	
0.010283	5	9									0.844795	0.155205	
0.010267	5	9									0.840485	0.159515	
0.010251	5	9									0.836173	0.163827	
0.010234	5	9									0.831862	0.168138	
0.010218	5	9									0.827551	0.172449	
0.010202	5	9									0.823239	0.176761	
0.010186	5	9									0.818928	0.181072	
0.010170	5	9									0.814617	0.185383	
0.010154	5	9									0.810306	0.189694	
0.010137	5	9									0.805994	0.194006	
0.010121	5	9									0.801683	0.198317	
0.010105	5	9									0.797372	0.202628	
0.010089	5	9									0.793061	0.206939	
0.010073	5	9									0.788750	0.211250	
0.010057	5	9									0.784438	0.215562	
0.010040	5	9									0.780125	0.219875	
0.010024	5	9									0.775813	0.224187	
0.004850	5	9	15	26	28	29	31				0.081887	0.050045	0.137803	0.185785	0.247899	0.256774	0.039808	
0.004834	5	9	15	26	28	29	31				0.080947	0.049380	0.138274	0.185690	0.249215	0.255172	0.041322	
0.004818	5	9	15	26	28	29	31				0.080007	0.048715	0.138746	0.185595	0.250532	0.253570	0.042835	
0.004801	5	9	15	26	28	29	31				0.079067	0.048050	0.139217	0.185501	0.251849	0.251968	0.044348	
0.004785	5	9	15	26	28	29	31				0.078127	0.047385	0.139689	0.185406	0.253166	0.250365	0.045861	
0.004769	5	9	15	26	28	29	31				0.077188	0.046720	0.140161	0.185311	0.254483	0.248763	0.047375	
0.004753	5	9	15	26	28	29	31				0.076248	0.046055	0.140632	0.185216	0.255800	0.247161	0.048888	
0.004737	5	9	15	26	28	29	31				0.075308	0.045390	0.141104	0.185122	0.257117	0.245559	0.050401	
0.004721	5	9	15	26	28	29	31				0.074368	0.044725	0.141575	0.185027	0.258434	0.243957	0.051914	
0.004704	5	9	13	15	26	28	29	31			0.072811	0.044294	0.011617	0.139586	0.184704	0.258164	0.237700	0.051125	
0.004688	5	9	15	26	28	29	30	31			0.074788	0.046953	0.130197	0.181160	0.254149	0.242321	0.035403	0.035029	
0.004672	5	9	15	26	28	29	30	31			0.073955	0.046454	0.130096	0.180894	0.255144	0.240792	0.037049	0.035616	
0.004656	5	9	15	26	28	29	30	31			0.073122	0.045954	0.129994	0.180628	0.256139	0.239263	0.038695	0.036204	
0.004640	5	9	15	26	28	29	30	31			0.072289	0.045455	0.129893	0.180363	0.257135	0.237734	0.040342	0.036791	
0.004624	5	9	13	15	26	28	29	30	31		0.070800	0.045039	0.010737	0.127977	0.180023	0.256921	0.231843	0.040666	0.035993	
0.004607	5	9	13	15	26	28	29	30	31		0.069921	0.044545	0.011480	0.127750	0.179752	0.257833	0.230012	0.042221	0.036485	
0.004591	5	9	13	15	26	28	29	30	31		0.069043	0.044051	0.012223	0.127524	0.179481	0.258745	0.228181	0.043776	0.036977	
0.004575	5	9	13	15	26	28	29	30	31		0.068165	0.043557	0.012966	0.127297	0.179211	0.259656	0.226350	0.045330	0.037468	
0.004559	5	9	13	15	26	28	29	30	31		0.067286	0.043064	0.013709	0.127070	0.178940	0.260568	0.224519	0.046885	0.037960	
0.004543	5	9	13	15	26	28	29	30	31		0.066408	0.042570	0.014452	0.126843	0.178669	0.261479	0.222688	0.048440	0.038451	
0.004527	5	9	13	15	26	28	29	30	31		0.065529	0.042076	0.015195	0.126616	0.178398	0.262391	0.220857	0.049994	0.038943	
0.004510	5	9	13	15	26	28	29	30	31		0.064651	0.041582	0.015938	0.126389	0.178127	0.263303	0.219027	0.051549	0.039435	
0.004494	5	9	13	15	26	28	29	30	31		0.063773	0.041089	0.016680	0.126162	0.177856	0.264214	0.217196	0.053103	0.039926	
0.004478	5	9	13	15	26	28	29	30	31		0.062894	0.040595	0.017423	0.125936	0.177585	0.265126	0.215365	0.054658	0.040418	
0.004462	5	9	13	15	26	28	29	30	31		0.062016	0.040101	0.018166	0.125709	0.177315	0.266038	0.213534	0.056213	0.040909	
0.004446	5	9	13	15	26	28	29	30	31		0.061138	0.039607	0.018909	0.125482	0.177044	0.266949	0.211703	0.057767	0.041401	
0.004430	5	9	13	15	26	28	29	30	31		0.060259	0.039113	0.019652	0.125255	0.176773	0.267861	0.209872	0.059322	0.041893	
0.004413	5	9	13	15	26	28	29	30	31		0.059381	0.038620	0.020395	0.125028	0.176502	0.268772	0.208041	0.060877	0.042384	
0.004397	5	9	13	15	26	28	29	30	31		0.058503	0.038126	0.021138	0.124801	0.176231	0.269684	0.206210	0.062431	0.042876	
0.004381	5	9	13	15	26	28	29	30	31		0.057624	0.037632	0.021881	0.124574	0.175960	0.270596	0.204379	0.063986	0.043367	
0.004365	5	9	13	15	26	28	29	30	31		0.056746	0.037138	0.022624	0.124347	0.175690	0.271507	0.202548	0.065541	0.043859	
0.004349	5	9	15	26	28	29	30	31			0.057295	0.036463	0.128069	0.175579	0.275049	0.210209	0.069971	0.047365	
0.004333	5	9	15	26	28	29	30	31			0.056462	0.035963	0.127968	0.175313	0.276044	0.208679	0.071617	0.047952	
0.004316	5	9	15	26	28	29	30	31			0.055629	0.035464	0.127866	0.175048	0.277039	0.207150	0.073263	0.048540	
0.004300	5	9	15	26	28	29	30	31			0.054796	0.034964	0.127765	0.174782	0.278035	0.205621	0.074909	0.049127	
0.004284	5	9	15	26	28	29	30	31			0.053963	0.034465	0.127664	0.174516	0.279030	0.204092	0.076555	0.049715	
0.004268	5	9	15	26	28	29	30	31			0.053131	0.033965	0.127562	0.174251	0.280025	0.202563	0.078201	0.050302	
0.004252	5	9	15	26	28	29	30	31			0.052298	0.033466	0.127461	0.173985	0.281020	0.201034	0.079847	0.050890	
0.004235	5	9	15	26	28	29	30	31			0.051465	0.032966	0.127360	0.173719	0.282015	0.199504	0.081493	0.051477	
0.004219	5	9	13	15	16	26	28	29	30	31	0.050769	0.033593	0.025809	0.121099	0.010242	0.173089	0.276281	0.188950	0.074469	0.045700	
0.004203	5	9	13	15	16	26	28	29	30	31	0.050123	0.033207	0.026129	0.120727	0.011478	0.172798	0.276779	0.187466	0.075413	0.045880	
0.004187	5	9	13	15	16	26	28	29	30	31	0.049478	0.032822	0.026450	0.120354	0.012714	0.172507	0.277276	0.185983	0.076357	0.046059	
0.004171	5	9	13	15	16	26	28	29	30	31	0.048832	0.032437	0.026770	0.119982	0.013950	0.172217	0.277774	0.184499	0.077300	0.046239	
0.004155	5	9	13	15	16	26	28	29	30	31	0.048186	0.032051	0.027090	0.119609	0.015186	0.171926	0.278272	0.183016	0.078244	0.046419	
0.004138	5	9	13	15	16	26	28	29	30	31	0.047541	0.031666	0.027411	0.119237	0.016422	0.171636	0.278769	0.181532	0.079188	0.046599	
0.004122	5	9	13	15	16	26	28	29	30	31	0.046895	0.031281	0.027731	0.118865	0.017657	0.171345	0.279267	0.180049	0.080131	0.046779	
0.004106	5	9	13	15	16	26	28	29	30	31	0.046249	0.030895	0.028052	0.118492	0.018893	0.171055	0.279765	0.178565	0.081075	0.046959	
0.004090	5	9	13	15	16	26	28	29	30	31	0.045603	0.030510	0.028372	0.118120	0.020129	0.170764	0.280262	0.177082	0.082019	0.047139	
0.004074	5	9	13	15	16	26	28	29	30	31	0.044958	0.030124	0.028693	0.117747	0.021365	0.170474	0.280760	0.175598	0.082963	0.047318	
0.004058	5	9	13	15	16	26	28	29	30	31	0.044312	0.029739	0.029013	0.117375	0.022601	0.170183	0.281258	0.174115	0.083906	0.047498	
0.004041	5	9	13	15	16	26	28	29	30	31	0.043666	0.029354	0.029333	0.117002	0.023837	0.169892	0.281755	0.172631	0.084850	0.047678	
0.004025	5	9	13	15	16	26	28	29	30	31	0.043021	0.028968	0.029654	0.116630	0.025072	0.169602	0.282253	0.171148	0.085794	0.047858	
0.004009	5	9	13	15	16	26	28	29	30	31	0.042375	0.028583	0.029974	0.116257	0.026308	0.169311	0.282751	0.169665	0.086737	0.048038	
0.003993	5	9	13	15	16	26	28	29	30	31	0.041729	0.028197	0.030295	0.115885	0.027544	0.169021	0.283248	0.168181	0.087681	0.048218	
0.003977	5	9	13	15	16	26	28	29	30	31	0.041084	0.027812	0.030615	0.115513	0.028780	0.168730	0.283746	0.166698	0.088625	0.048398	
0.003961	5	9	13	15	16	26	28	29	30	31	0.040438	0.027427	0.030936	0.115140	0.030016	0.168440	0.284244	0.165214	0.089569	0.048577	
0.003944	5	9	13	15	16	26	28	29	30	31	0.039792	0.027041	0.031256	0.114768	0.031252	0.168149	0.284741	0.163731	0.090512	0.048757	
0.003928	5	9	13	15	16	26	28	29	30	31	0.039147	0.026656	0.031576	0.114395	0.032487	0.167859	0.285239	0.162247	0.091456	0.048937	
0.003912	5	9	13	15	16	26	28	29	30	31	0.038501	0.026271	0.031897	0.114023	0.033723	0.167568	0.285737	0.160764	0.092400	0.049117	
0.003896	5	9	13	15	16	26	28	29	30	31	0.037855	0.025885	0.032217	0.113650	0.034959	0.167277	0.286234	0.159280	0.093343	0.049297	
0.003880	5	9	13	15	16	26	28	29	30	31	0.037210	0.025500	0.032538	0.113278	0.036195	0.166987	0.286732	0.157797	0.094287	0.049477	
0.003864	5	9	13	15	16	26	28	29	30	31	0.036564	0.025114	0.032858	0.112905	0.037431	0.166696	0.287230	0.156314	0.095231	0.049657	
0.003847	5	9	13	15	16	26	28	29	30	31	0.035918	0.024729	0.033179	0.112533	0.038667	0.166406	0.287727	0.154830	0.096175	0.049837	
0.003831	5	9	13	15	16	26	28	29	30	31	0.035273	0.024344	0.033499	0.112161	0.039903	0.166115	0.288225	0.153347	0.097118	0.050016	
0.003815	5	9	13	15	16	26	28	29	30	31	0.034627	0.023958	0.033820	0.111788	0.041138	0.165825	0.288723	0.151863	0.098062	0.050196	
0.003799	5	9	13	15	16	26	28	29	30	31	0.033981	0.023573	0.034140	0.111416	0.042374	0.165534	0.289220	0.150380	0.099006	0.050376	
0.003783	5	9	13	15	16	26	28	29	30	31	0.033336	0.023188	0.034460	0.111043	0.043610	0.165244	0.289718	0.148896	0.099949	0.050556	
0.003767	5	9	13	15	16	26	28	29	30	31	0.032690	0.022802	0.034781	0.110671	0.044846	0.164953	0.290216	0.147413	0.100893	0.050736	
0.003750	5	9	13	15	16	26	28	29	30	31	0.032044	0.022417	0.035101	0.110298	0.046082	0.164662	0.290713	0.145929	0.101837	0.050916	
0.003734	5	9	13	15	16	26	28	29	30	31	0.031398	0.022031	0.035422	0.109926	0.047318	0.164372	0.291211	0.144446	0.102781	0.051096	
0.003718	5	9	13	15	16	26	28	29	30	31	0.030753	0.021646	0.035742	0.109553	0.048553	0.164081	0.291709	0.142962	0.103724	0.051275	
0.003702	5	13	15	16	26	28	29	30	31		0.034763	0.036615	0.117623	0.046877	0.164767	0.291947	0.152078	0.101200	0.054130	
0.003686	5	13	15	16	26	28	29	30	31		0.034033	0.036925	0.117097	0.048166	0.164459	0.292449	0.150403	0.102207	0.054261	
0.003670	5	13	15	16	26	28	29	30	31		0.033303	0.037236	0.116572	0.049455	0.164150	0.292951	0.148727	0.103213	0.054393	
0.003653	5	13	15	16	26	28	29	30	31		0.032573	0.037546	0.116046	0.050743	0.163842	0.293454	0.147051	0.104220	0.054524	
0.003637	5	13	15	16	26	28	29	30	31		0.031843	0.037857	0.115521	0.052032	0.163534	0.293956	0.145376	0.105226	0.054655	
0.003621	5	13	15	16	26	28	29	30	31		0.031113	0.038167	0.114995	0.053320	0.163226	0.294458	0.143700	0.106233	0.054787	
0.003605	5	13	15	16	26	28	29	30	31		0.030383	0.038477	0.114470	0.054609	0.162917	0.294961	0.142025	0.107239	0.054918	
0.003589	5	13	15	16	26	28	29	30	31		0.029653	0.038788	0.113945	0.055898	0.162609	0.295463	0.140349	0.108246	0.055050	
0.003573	5	13	15	16	26	28	29	30	31		0.028923	0.039098	0.113419	0.057186	0.162301	0.295966	0.138674	0.109253	0.055181	
0.003556	5	13	15	16	26	28	29	30	31		0.028193	0.039409	0.112894	0.058475	0.161993	0.296468	0.136998	0.110259	0.055312	
0.003540	5	13	15	16	26	28	29	30	31		0.027463	0.039719	0.112368	0.059763	0.161684	0.296970	0.135322	0.111266	0.055444	
0.003524	5	13	15	16	26	28	29	30	31		0.026732	0.040030	0.111843	0.061052	0.161376	0.297473	0.133647	0.112272	0.055575	
0.003508	5	13	15	16	26	28	29	30	31		0.026002	0.040340	0.111317	0.062341	0.161068	0.297975	0.131971	0.113279	0.055706	
0.003492	5	13	15	16	26	28	29	30	31		0.025272	0.040650	0.110792	0.063629	0.160760	0.298477	0.130296	0.114286	0.055838	
0.003476	5	13	15	16	26	28	29	30	31		0.024542	0.040961	0.110266	0.064918	0.160451	0.298980	0.128620	0.115292	0.055969	
0.003459	5	13	15	16	26	28	29	30	31		0.023812	0.041271	0.109741	0.066207	0.160143	0.299482	0.126945	0.116299	0.056101	
0.003443	5	13	15	16	26	28	29	30	31		0.023082	0.041582	0.109215	0.067495	0.159835	0.299985	0.125269	0.117305	0.056232	
0.003427	5	13	15	16	26	28	29	30	31		0.022352	0.041892	0.108690	0.068784	0.159527	0.300487	0.123593	0.118312	0.056363	
0.003411	5	13	15	16	26	28	29	30	31		0.021622	0.042203	0.108164	0.070073	0.159218	0.300989	0.121918	0.119318	0.056495	
0.003395	5	13	15	16	26	28	29	30	31		0.020892	0.042513	0.107639	0.071361	0.158910	0.301492	0.120242	0.120325	0.056626	
0.003379	5	13	15	16	26	28	29	30	31		0.020162	0.042823	0.107114	0.072650	0.158602	0.301994	0.118567	0.121331	0.056757	
0.003362	5	13	15	16	26	28	29	30	31		0.019432	0.043134	0.106588	0.073938	0.158294	0.302496	0.116891	0.122338	0.056889	
0.003346	5	13	15	16	26	28	29	30	31		0.018702	0.043444	0.106063	0.075227	0.157985	0.302999	0.115215	0.123345	0.057020	
0.003330	5	13	15	16	26	28	29	30	31		0.017971	0.043755	0.105537	0.076516	0.157677	0.303501	0.113540	0.124351	0.057152	
0.003314	5	13	15	16	17	26	28	29	30	31	0.019437	0.044200	0.101460	0.071080	0.020510	0.157226	0.297611	0.115140	0.116335	0.057002	
0.003298	5	9	13	15	16	26	28	29	30	31	0.013965	0.011626	0.044073	0.099870	0.080685	0.156527	0.304648	0.104393	0.128261	0.055952	
0.003282	5	9	13	15	16	26	28	29	30	31	0.013319	0.011241	0.044394	0.099498	0.081921	0.156236	0.305146	0.102909	0.129204	0.056132	
0.003265	5	13	15	16	17	26	28	29	30	31	0.017495	0.045146	0.099482	0.074186	0.022830	0.156285	0.298395	0.110483	0.118335	0.057364	
0.003249	5	9	13	15	16	26	28	29	30	31	0.012028	0.010470	0.045035	0.098753	0.084393	0.155655	0.306141	0.099942	0.131092	0.056491	
0.003233	9	13	15	16	17	26	28	29	30	31	0.017344	0.053979	0.100663	0.069635	0.020049	0.158727	0.297197	0.108478	0.122428	0.051501	
0.003217	9	13	15	16	17	26	28	29	30	31	0.016683	0.053961	0.099885	0.070944	0.020998	0.158287	0.297528	0.106860	0.122990	0.051864	
0.003201	9	13	15	16	17	26	28	29	30	31	0.016023	0.053943	0.099108	0.072253	0.021947	0.157847	0.297860	0.105243	0.123551	0.052227	
0.003185	9	13	15	16	17	26	28	29	30	31	0.015363	0.053925	0.098330	0.073562	0.022896	0.157407	0.298191	0.103625	0.124112	0.052589	
0.003168	5	13	15	16	17	26	28	29	30	31	0.013611	0.047039	0.095526	0.080396	0.027469	0.154403	0.299963	0.101171	0.122333	0.058089	
0.003152	2	13	15	16	17	26	28	29	30	31	0.014356	0.049712	0.101913	0.072340	0.023569	0.156534	0.298319	0.108608	0.120256	0.054393	
0.003136	2	13	15	16	17	26	28	29	30	31	0.014244	0.049629	0.100784	0.073838	0.024580	0.156031	0.298677	0.106559	0.120942	0.054716	
0.003120	13	15	16	17	26	28	29	30	31		0.056108	0.102401	0.075133	0.025489	0.157093	0.299006	0.105626	0.124373	0.054771	
0.003104	13	15	16	17	26	28	29	30	31		0.055973	0.101251	0.076632	0.026500	0.156578	0.299364	0.103569	0.125037	0.055096	
0.003088	13	15	16	17	26	28	29	30	31		0.055838	0.100100	0.078131	0.027512	0.156063	0.299722	0.101511	0.125701	0.055421	
0.003071	13	15	16	17	26	28	29	30	31		0.055703	0.098950	0.079631	0.028524	0.155548	0.300080	0.099454	0.126365	0.055746	
0.003055	13	15	16	17	26	28	29	30	31		0.055568	0.097799	0.081130	0.029536	0.155033	0.300438	0.097396	0.127030	0.056071	
0.003039	13	15	16	17	26	28	29	30	31		0.055433	0.096649	0.082630	0.030547	0.154518	0.300796	0.095339	0.127694	0.056396	
0.003023	13	15	16	17	26	28	29	30	31		0.055297	0.095498	0.084129	0.031559	0.154003	0.301154	0.093281	0.128358	0.056721	
0.003007	13	15	16	17	26	28	29	30	31		0.055162	0.094348	0.085628	0.032571	0.153487	0.301512	0.091223	0.129022	0.057046	
0.002990	13	15	16	17	26	28	29	30	31		0.055027	0.093197	0.087128	0.033583	0.152972	0.301870	0.089166	0.129686	0.057371	
0.002974	13	15	16	17	26	28	29	30	31		0.054892	0.092047	0.088627	0.034594	0.152457	0.302227	0.087108	0.130350	0.057696	
0.002958	13	15	16	17	26	28	29	30	31		0.054757	0.090897	0.090126	0.035606	0.151942	0.302585	0.085051	0.131015	0.058021	
0.002942	13	15	16	17	26	28	29	30	31		0.054622	0.089746	0.091626	0.036618	0.151427	0.302943	0.082993	0.131679	0.058346	
0.002926	13	15	16	17	26	28	29	30	31		0.054487	0.088596	0.093125	0.037630	0.150912	0.303301	0.080936	0.132343	0.058670	
0.002910	13	15	16	17	26	28	29	30	31		0.054352	0.087445	0.094624	0.038641	0.150397	0.303659	0.078878	0.133007	0.058995	
0.002893	13	15	16	17	26	28	29	30	31		0.054217	0.086295	0.096124	0.039653	0.149882	0.304017	0.076821	0.133671	0.059320	
0.002877	13	15	16	17	26	28	29	30	31		0.054082	0.085144	0.097623	0.040665	0.149367	0.304375	0.074763	0.134335	0.059645	
0.002861	13	15	16	17	26	28	29	30	31		0.053947	0.083994	0.099123	0.041677	0.148852	0.304733	0.072706	0.135000	0.059970	
0.002845	13	15	16	17	26	28	29	30	31		0.053812	0.082843	0.100622	0.042688	0.148337	0.305091	0.070648	0.135664	0.060295	
0.002829	2	13	15	16	17	26	28	29	30	31	0.012117	0.048051	0.079338	0.102295	0.043788	0.146481	0.305473	0.067634	0.133975	0.060849	
0.002813	2	13	15	16	17	26	28	29	30	31	0.012005	0.047968	0.078210	0.103793	0.044799	0.145978	0.305830	0.065585	0.134661	0.061172	
0.002796	2	13	15	16	17	26	28	29	30	31	0.011893	0.047885	0.077081	0.105290	0.045810	0.145475	0.306188	0.063537	0.135346	0.061494	
